hotel,lead_time,arrival_year,arrival_month,stays_in_weekend_nights,stays_in_week_nights,market_segment_type,country,avg_price_per_room,email,is_canceled,arrival_day,arrival_date,Booking_ID
City Hotel,1,2015,8,0,3,Direct,PRT,105.0,Hoover.Donna@xfinity.com,0,12,2015-08-12,
City Hotel,6,2015,8,0,1,Online TA,FRA,98.0,Joanna_Stewart@mail.com,0,14,2015-08-14,
City Hotel,7,2015,8,1,1,Online TA,PRT,85.0,Wiggins_James@protonmail.com,0,15,2015-08-15,
City Hotel,1,2015,8,2,7,Direct,FRA,60.0,Shannon_Lee61@yahoo.com,0,6,2015-08-06,
City Hotel,157,2015,8,0,1,Online TA,PRT,76.5,David.Martinez@hotmail.com,0,14,2015-08-14,
City Hotel,204,2015,8,0,4,Online TA,PRT,76.5,JTrujillo@hotmail.com,0,12,2015-08-12,
City Hotel,204,2015,8,0,4,Online TA,PRT,76.5,MAlexander@gmail.com,0,12,2015-08-12,
City Hotel,204,2015,8,0,4,Online TA,BEL,76.5,Dawn_S48@verizon.com,0,12,2015-08-12,
City Hotel,204,2015,8,0,4,Online TA,BEL,76.5,Kyle_B@verizon.com,0,12,2015-08-12,
City Hotel,0,2015,8,0,3,Online TA,FRA,148.67,JorgeSmith@protonmail.com,0,13,2015-08-13,
City Hotel,221,2015,8,0,5,Online TA,PRT,76.5,Taylor_Mcguire57@mail.com,0,11,2015-08-11,
City Hotel,0,2015,8,0,1,Direct,PRT,120.0,AnneArroyo@aol.com,0,15,2015-08-15,
City Hotel,5,2015,9,0,1,Offline TA/TO,PRT,12.0,Holly.J@yahoo.com,0,2,2015-09-02,
City Hotel,16,2015,8,1,1,Offline TA/TO,ITA,104.0,Elliott.Danielle@outlook.com,0,15,2015-08-15,
City Hotel,5,2015,8,1,1,Online TA,PRT,153.0,Hill_Jessica@hotmail.com,0,15,2015-08-15,
City Hotel,239,2015,10,0,1,Groups,PRT,60.0,HReed@hotmail.com,1,17,2015-10-17,
City Hotel,239,2015,10,0,1,Groups,PRT,60.0,Natalie_Johnson@protonmail.com,1,17,2015-10-17,
City Hotel,239,2015,10,0,1,Groups,PRT,60.0,Stacey_C@zoho.com,1,17,2015-10-17,
City Hotel,239,2015,10,0,1,Groups,PRT,60.0,Shannon.Cook@aol.com,1,17,2015-10-17,
City Hotel,239,2015,10,0,1,Groups,PRT,60.0,Michael_S72@protonmail.com,1,17,2015-10-17,
City Hotel,239,2015,10,0,1,Groups,PRT,60.0,Harold.Ortiz@hotmail.com,1,17,2015-10-17,
City Hotel,239,2015,10,0,1,Groups,PRT,60.0,Dorsey_Breanna@comcast.net,1,17,2015-10-17,
City Hotel,239,2015,10,0,1,Groups,PRT,60.0,VMoran@yandex.com,1,17,2015-10-17,
City Hotel,239,2015,10,0,1,Groups,PRT,60.0,TimothyLee@aol.com,1,17,2015-10-17,
City Hotel,239,2015,10,0,1,Groups,PRT,60.0,WOneal13@yahoo.com,1,17,2015-10-17,
City Hotel,239,2015,10,0,1,Groups,PRT,60.0,Bryan_Russell@comcast.net,1,17,2015-10-17,
City Hotel,239,2015,10,0,1,Groups,PRT,60.0,Kenneth_R@xfinity.com,1,17,2015-10-17,
City Hotel,239,2015,10,0,1,Groups,PRT,60.0,Molly_K@aol.com,1,17,2015-10-17,
City Hotel,239,2015,10,0,1,Groups,PRT,60.0,Connie.Wright16@verizon.com,1,17,2015-10-17,
City Hotel,239,2015,10,0,1,Groups,PRT,60.0,Gloria.Guerrero@att.com,1,17,2015-10-17,
City Hotel,239,2015,10,0,1,Groups,PRT,60.0,Deborah.Fitzgerald@verizon.com,1,17,2015-10-17,
City Hotel,239,2015,10,0,1,Groups,PRT,60.0,AdamTodd36@yandex.com,1,17,2015-10-17,
City Hotel,239,2015,10,0,1,Groups,PRT,60.0,Kim_Vincent@yandex.com,1,17,2015-10-17,
City Hotel,239,2015,10,0,1,Groups,PRT,60.0,Robert.Higgins52@comcast.net,1,17,2015-10-17,
City Hotel,239,2015,10,0,1,Groups,PRT,60.0,James_Mitchell18@xfinity.com,1,17,2015-10-17,
City Hotel,239,2015,10,0,1,Groups,PRT,60.0,KaylaMiles@verizon.com,1,17,2015-10-17,
City Hotel,239,2015,10,0,1,Groups,PRT,60.0,Steven_M23@aol.com,1,17,2015-10-17,
City Hotel,239,2015,10,0,1,Groups,PRT,60.0,Tina.K@comcast.net,1,17,2015-10-17,
City Hotel,239,2015,10,0,1,Groups,PRT,60.0,BCombs89@yandex.com,1,17,2015-10-17,
City Hotel,239,2015,10,0,1,Groups,PRT,60.0,Ramirez.Michael@protonmail.com,1,17,2015-10-17,
City Hotel,239,2015,10,0,1,Groups,PRT,60.0,AngelaKim@protonmail.com,1,17,2015-10-17,
City Hotel,239,2015,10,0,1,Groups,PRT,60.0,Anthony_D43@att.com,1,17,2015-10-17,
City Hotel,239,2015,10,0,1,Groups,PRT,60.0,KPark@mail.com,1,17,2015-10-17,
City Hotel,239,2015,10,0,1,Groups,PRT,60.0,Andrew.Campbell21@xfinity.com,1,17,2015-10-17,
City Hotel,239,2015,10,0,1,Groups,PRT,60.0,Schmidt_Susan@yandex.com,1,17,2015-10-17,
City Hotel,4,2015,8,2,2,Direct,BRA,75.0,MBush60@verizon.com,0,14,2015-08-14,
City Hotel,181,2015,8,1,0,Online TA,PRT,76.5,Beth.Cole27@mail.com,0,17,2015-08-17,
City Hotel,181,2015,8,1,0,Online TA,ITA,76.5,MatthewCox@gmail.com,0,17,2015-08-17,
City Hotel,3,2015,8,2,2,Online TA,PRT,146.0,Jay.F@yahoo.com,0,14,2015-08-14,
City Hotel,0,2015,8,0,1,Direct,ITA,113.0,Mckenzie.Heather@aol.com,0,18,2015-08-18,
City Hotel,0,2015,8,0,1,Direct,ITA,113.0,Matthew_Adams@verizon.com,0,18,2015-08-18,
City Hotel,0,2015,8,0,1,Online TA,PRT,129.0,Dustin.Cohen89@att.com,0,18,2015-08-18,
City Hotel,0,2015,8,0,1,Online TA,PRT,128.0,JulieAdams@att.com,0,18,2015-08-18,
City Hotel,238,2015,9,2,3,Online TA,PRT,89.25,House_Ashley84@yandex.com,1,18,2015-09-18,
City Hotel,238,2015,9,2,3,Online TA,PRT,89.25,Parker_Joseph@att.com,1,18,2015-09-18,
City Hotel,0,2015,8,0,2,Direct,ESP,113.0,Natasha.B92@verizon.com,0,18,2015-08-18,
City Hotel,0,2015,8,0,2,Direct,ESP,113.0,ChloeReed95@aol.com,0,18,2015-08-18,
City Hotel,8,2015,8,2,2,Online TA,ESP,90.0,Mariah_G63@zoho.com,0,16,2015-08-16,
City Hotel,1,2015,8,0,1,Online TA,FRA,106.0,Blackwell.David45@gmail.com,0,19,2015-08-19,
City Hotel,6,2015,8,2,6,Offline TA/TO,PRT,57.75,George_O@comcast.net,0,13,2015-08-13,
City Hotel,11,2015,8,0,3,Online TA,FRA,95.33,Caroline_Rogers@xfinity.com,0,18,2015-08-18,
City Hotel,4,2015,8,2,5,Online TA,PRT,106.14,DVM.Mrs.@hotmail.com,0,14,2015-08-14,
City Hotel,342,2015,9,2,4,Groups,PRT,170.0,Chad.W24@xfinity.com,1,24,2015-09-24,
City Hotel,342,2015,9,2,4,Groups,PRT,170.0,Jesse_M@comcast.net,1,24,2015-09-24,
City Hotel,342,2015,9,2,4,Groups,PRT,170.0,Anthony.R@hotmail.com,1,24,2015-09-24,
City Hotel,342,2015,9,2,4,Groups,PRT,170.0,Valdez_Michael@yandex.com,1,24,2015-09-24,
City Hotel,342,2015,9,2,4,Groups,PRT,170.0,Jennifer.Reese@xfinity.com,1,24,2015-09-24,
City Hotel,342,2015,9,2,4,Groups,PRT,170.0,Wendy_F@mail.com,1,24,2015-09-24,
City Hotel,342,2015,9,2,4,Groups,PRT,170.0,Dawn_Rivera@protonmail.com,1,24,2015-09-24,
City Hotel,342,2015,9,2,4,Groups,PRT,170.0,LisaLopez@protonmail.com,1,24,2015-09-24,
City Hotel,342,2015,9,2,4,Groups,PRT,170.0,Benitez_Jonathan@hotmail.com,1,24,2015-09-24,
City Hotel,342,2015,9,2,4,Groups,PRT,170.0,Conley.Katie@gmail.com,1,24,2015-09-24,
City Hotel,342,2015,9,2,4,Groups,PRT,170.0,James.Carter75@gmail.com,1,24,2015-09-24,
City Hotel,342,2015,9,2,4,Groups,PRT,170.0,Jacobson.Cole@outlook.com,1,24,2015-09-24,
City Hotel,342,2015,9,2,4,Groups,PRT,170.0,Chelsea_Y@verizon.com,1,24,2015-09-24,
City Hotel,342,2015,9,2,4,Groups,PRT,170.0,Zachary_T@yahoo.com,1,24,2015-09-24,
City Hotel,342,2015,9,2,4,Groups,PRT,170.0,Estes.Alisha@hotmail.com,1,24,2015-09-24,
City Hotel,342,2015,9,2,4,Groups,PRT,170.0,Andrew_Lopez@outlook.com,1,24,2015-09-24,
City Hotel,342,2015,9,2,4,Groups,PRT,170.0,Theresa_A43@aol.com,1,24,2015-09-24,
City Hotel,342,2015,9,2,4,Groups,PRT,170.0,Victor_W@mail.com,1,24,2015-09-24,
City Hotel,342,2015,9,2,4,Groups,PRT,170.0,Jennifer_Anderson34@hotmail.com,1,24,2015-09-24,
City Hotel,342,2015,9,2,4,Groups,PRT,170.0,JHall49@comcast.net,1,24,2015-09-24,
City Hotel,342,2015,9,2,4,Groups,PRT,170.0,James_Castillo@mail.com,1,24,2015-09-24,
City Hotel,342,2015,9,2,4,Groups,PRT,170.0,James_Long21@comcast.net,1,24,2015-09-24,
City Hotel,342,2015,9,2,4,Groups,PRT,170.0,Conrad_Courtney@aol.com,1,24,2015-09-24,
City Hotel,342,2015,9,2,4,Groups,PRT,170.0,TheresaJackson48@comcast.net,1,24,2015-09-24,
City Hotel,342,2015,9,2,4,Groups,PRT,170.0,Montes_James@gmail.com,1,24,2015-09-24,
City Hotel,342,2015,9,2,4,Groups,PRT,170.0,Watkins.Jessica@comcast.net,1,24,2015-09-24,
City Hotel,342,2015,9,2,4,Groups,PRT,170.0,Pedro_Davis@gmail.com,1,24,2015-09-24,
City Hotel,342,2015,9,2,4,Groups,PRT,170.0,JSmith@att.com,1,24,2015-09-24,
City Hotel,342,2015,9,2,4,Groups,PRT,170.0,Erica.J@outlook.com,1,24,2015-09-24,
City Hotel,342,2015,9,2,4,Groups,PRT,170.0,Andrew.Wilson@att.com,1,24,2015-09-24,
City Hotel,342,2015,9,2,4,Groups,PRT,170.0,Cheryl.Stanley90@outlook.com,1,24,2015-09-24,
City Hotel,342,2015,9,2,4,Groups,PRT,170.0,MelissaFerrell79@hotmail.com,1,24,2015-09-24,
City Hotel,342,2015,9,2,4,Groups,PRT,170.0,Crystal_S55@xfinity.com,1,24,2015-09-24,
City Hotel,342,2015,9,2,4,Groups,PRT,170.0,Beverly.Bradley@verizon.com,1,24,2015-09-24,
City Hotel,342,2015,9,2,4,Groups,PRT,170.0,Johnson.Daniel@yahoo.com,1,24,2015-09-24,
City Hotel,342,2015,9,2,4,Groups,PRT,170.0,JPetersen@hotmail.com,1,24,2015-09-24,
City Hotel,342,2015,9,2,4,Groups,PRT,170.0,KatherineAllen@att.com,1,24,2015-09-24,
City Hotel,342,2015,9,2,4,Groups,PRT,170.0,JuanTodd67@aol.com,1,24,2015-09-24,
City Hotel,342,2015,9,2,4,Groups,PRT,170.0,Levy_Ashlee@yahoo.com,1,24,2015-09-24,
City Hotel,342,2015,9,2,4,Groups,PRT,170.0,Christopher_C@gmail.com,1,24,2015-09-24,
City Hotel,342,2015,9,2,4,Groups,PRT,170.0,WilliamYoung@verizon.com,1,24,2015-09-24,
City Hotel,342,2015,9,2,4,Groups,PRT,170.0,ERuiz56@mail.com,1,24,2015-09-24,
City Hotel,342,2015,9,2,4,Groups,PRT,170.0,Robert_Rice@xfinity.com,1,24,2015-09-24,
City Hotel,342,2015,9,2,4,Groups,PRT,170.0,NJones@xfinity.com,1,24,2015-09-24,
City Hotel,342,2015,9,2,4,Groups,PRT,170.0,Thornton_Richard14@outlook.com,1,24,2015-09-24,
City Hotel,342,2015,9,2,4,Groups,PRT,170.0,Robert_Cook@aol.com,1,24,2015-09-24,
City Hotel,342,2015,9,2,4,Groups,PRT,170.0,James_P@comcast.net,1,24,2015-09-24,
City Hotel,342,2015,9,2,4,Groups,PRT,170.0,Harmon.Michael@xfinity.com,1,24,2015-09-24,
City Hotel,342,2015,9,2,4,Groups,PRT,170.0,Hinton_Joshua32@verizon.com,1,24,2015-09-24,
City Hotel,342,2015,9,2,4,Groups,PRT,170.0,Mckenzie_Jasmine@comcast.net,1,24,2015-09-24,
City Hotel,342,2015,9,2,4,Groups,PRT,170.0,Anthony_W@att.com,1,24,2015-09-24,
City Hotel,342,2015,9,2,4,Groups,PRT,170.0,James.Shannon@yahoo.com,1,24,2015-09-24,
City Hotel,342,2015,9,2,4,Groups,PRT,170.0,Dana.Hughes@mail.com,1,24,2015-09-24,
City Hotel,342,2015,9,2,4,Groups,PRT,170.0,DerekCarter63@aol.com,1,24,2015-09-24,
City Hotel,342,2015,9,2,4,Groups,PRT,170.0,Flores_David50@gmail.com,1,24,2015-09-24,
City Hotel,342,2015,9,2,4,Groups,PRT,170.0,Jeremy_Howe@verizon.com,1,24,2015-09-24,
City Hotel,342,2015,9,2,4,Groups,PRT,170.0,Emily_W83@verizon.com,1,24,2015-09-24,
City Hotel,342,2015,9,2,4,Groups,PRT,170.0,Justin_Hutchinson@gmail.com,1,24,2015-09-24,
City Hotel,342,2015,9,2,4,Groups,PRT,170.0,Boyd_Mr.45@xfinity.com,1,24,2015-09-24,
City Hotel,342,2015,9,2,4,Groups,PRT,170.0,Sandra_Gomez25@yahoo.com,1,24,2015-09-24,
City Hotel,342,2015,9,2,4,Groups,PRT,170.0,Booth_Brian@hotmail.com,1,24,2015-09-24,
City Hotel,342,2015,9,2,4,Groups,PRT,170.0,TRichardson@hotmail.com,1,24,2015-09-24,
City Hotel,342,2015,9,2,4,Groups,PRT,170.0,Walker_Elizabeth@xfinity.com,1,24,2015-09-24,
City Hotel,342,2015,9,2,4,Groups,PRT,170.0,Michael.Y@verizon.com,1,24,2015-09-24,
City Hotel,342,2015,9,2,4,Groups,PRT,170.0,Vega_Ashley@zoho.com,1,24,2015-09-24,
City Hotel,342,2015,9,2,4,Groups,PRT,170.0,Lindsay.P@verizon.com,1,24,2015-09-24,
City Hotel,342,2015,9,2,4,Groups,PRT,170.0,Joseph.Watkins@xfinity.com,1,24,2015-09-24,
City Hotel,342,2015,9,2,4,Groups,PRT,170.0,Anne_Coleman@hotmail.com,1,24,2015-09-24,
City Hotel,342,2015,9,2,4,Groups,PRT,170.0,JordanLucas@comcast.net,1,24,2015-09-24,
City Hotel,342,2015,9,2,4,Groups,PRT,170.0,Daniel_Sweeney@xfinity.com,1,24,2015-09-24,
City Hotel,342,2015,9,2,4,Groups,PRT,170.0,Bryant.Charles@aol.com,1,24,2015-09-24,
City Hotel,342,2015,9,2,4,Groups,PRT,170.0,Brittany.W@yahoo.com,1,24,2015-09-24,
City Hotel,4,2015,8,2,6,Online TA,ESP,95.13,Nancy_A@yandex.com,0,14,2015-08-14,
City Hotel,0,2015,8,0,3,Direct,ESP,124.0,Wallace_Nicholas@gmail.com,0,19,2015-08-19,
City Hotel,3,2015,8,0,2,Online TA,ESP,106.0,Michael.R43@gmail.com,0,20,2015-08-20,
City Hotel,180,2015,8,2,5,Online TA,FRA,49.74,Clarke.Bobby@xfinity.com,0,16,2015-08-16,
City Hotel,196,2015,8,2,5,Online TA,FRA,55.96,Cynthia_B48@gmail.com,0,16,2015-08-16,
City Hotel,177,2015,8,0,4,Online TA,FRA,76.5,Schmidt_Dennis@comcast.net,0,19,2015-08-19,
City Hotel,177,2015,8,0,4,Online TA,FRA,76.5,AaronStone12@yahoo.com,0,19,2015-08-19,
City Hotel,196,2015,8,2,5,Online TA,FRA,55.96,Christopher_W@verizon.com,0,16,2015-08-16,
City Hotel,200,2015,8,0,1,Online TA,ITA,76.5,Caroline.L@gmail.com,0,22,2015-08-22,
City Hotel,200,2015,8,0,1,Online TA,ITA,76.5,Hood.Dale@protonmail.com,0,22,2015-08-22,
City Hotel,0,2015,8,2,10,Corporate,ITA,0.0,Paul_Collins@xfinity.com,0,11,2015-08-11,
City Hotel,1,2015,8,1,0,Direct,PRT,67.0,Ramos_Jamie@verizon.com,0,23,2015-08-23,
City Hotel,163,2015,8,2,4,Online TA,PRT,76.5,Alfred_Lewis@zoho.com,0,19,2015-08-19,
City Hotel,1,2015,8,2,3,Online TA,FRA,113.6,ChristopherEllis@outlook.com,0,20,2015-08-20,
City Hotel,0,2015,8,2,0,Online TA,ESP,98.0,James.D@mail.com,0,23,2015-08-23,
City Hotel,0,2015,8,2,1,Online TA,FRA,106.67,Bill_Brewer73@att.com,0,22,2015-08-22,
City Hotel,53,2015,8,1,1,Groups,ESP,0.0,Daniel_M@att.com,0,24,2015-08-24,
City Hotel,4,2015,8,2,1,Complementary,PRT,0.0,Casey.W@yahoo.com,0,23,2015-08-23,
City Hotel,207,2015,8,2,3,Online TA,ESP,76.5,Byrd.Holly@comcast.net,0,21,2015-08-21,
City Hotel,207,2015,8,2,3,Online TA,ESP,76.5,DeannaBoyd64@comcast.net,0,21,2015-08-21,
City Hotel,3,2015,8,1,1,Online TA,ESP,156.0,Latoya.DVM@aol.com,0,24,2015-08-24,
City Hotel,0,2015,8,0,1,Online TA,ESP,97.0,PatrickNelson@yandex.com,0,25,2015-08-25,
City Hotel,171,2015,8,2,5,Online TA,POL,76.5,Sheena_Valenzuela96@verizon.com,0,20,2015-08-20,
City Hotel,0,2015,8,0,1,Offline TA/TO,PRT,0.0,RickyHenderson@outlook.com,0,26,2015-08-26,
City Hotel,0,2015,8,0,1,Offline TA/TO,PRT,0.0,Vargas_Robert@att.com,0,26,2015-08-26,
City Hotel,0,2015,8,1,2,Offline TA/TO,PRT,67.5,Kristina_M21@comcast.net,0,24,2015-08-24,
City Hotel,0,2015,8,0,1,Online TA,PRT,0.0,Jennifer_Nelson75@xfinity.com,0,26,2015-08-26,
City Hotel,0,2015,8,0,1,Online TA,PRT,156.0,JYu@yandex.com,0,26,2015-08-26,
City Hotel,0,2015,8,0,1,Online TA,PRT,0.0,Melanie_M@yahoo.com,0,27,2015-08-27,
City Hotel,0,2015,8,0,1,Online TA,PRT,156.0,Williams_Donna45@yahoo.com,0,27,2015-08-27,
City Hotel,0,2015,8,0,2,Direct,PRT,78.0,Toni.S@verizon.com,0,28,2015-08-28,
City Hotel,0,2015,8,0,2,Direct,PRT,78.0,KSmith38@xfinity.com,0,28,2015-08-28,
City Hotel,22,2015,8,0,2,Corporate,PRT,65.0,Sara_Fuller@hotmail.com,0,26,2015-08-26,
City Hotel,0,2015,10,0,2,Corporate,PRT,65.0,Sara_L@att.com,0,27,2015-10-27,
City Hotel,22,2015,8,0,2,Corporate,PRT,65.0,RZimmerman@protonmail.com,0,26,2015-08-26,
City Hotel,0,2015,10,0,2,Corporate,PRT,65.0,ZStephenson33@aol.com,0,27,2015-10-27,
City Hotel,188,2015,8,2,3,Online TA,PRT,89.25,Garcia.Douglas@mail.com,0,23,2015-08-23,
City Hotel,179,2015,8,2,3,Online TA,FRA,76.5,Kathleen_Reid@yahoo.com,0,23,2015-08-23,
City Hotel,4,2015,8,0,1,Online TA,PRT,153.0,Douglas.K11@yandex.com,0,27,2015-08-27,
City Hotel,176,2015,8,0,4,Online TA,NLD,49.58,Ramirez.Lynn@att.com,0,25,2015-08-25,
City Hotel,227,2015,8,3,9,Online TA,ESP,76.5,DanielPerry@comcast.net,0,17,2015-08-17,
City Hotel,0,2015,8,0,2,Direct,PRT,106.0,Richard.Williams@yandex.com,0,28,2015-08-28,
City Hotel,0,2015,8,0,2,Direct,PRT,106.0,Steven_Burton@gmail.com,0,28,2015-08-28,
City Hotel,0,2015,8,0,3,Online TA,ESP,161.33,KGarza19@att.com,0,27,2015-08-27,
City Hotel,0,2015,8,0,2,Direct,PRT,106.0,Joseph_K37@aol.com,0,28,2015-08-28,
City Hotel,0,2015,8,0,2,Direct,PRT,106.0,Michael.Anderson75@aol.com,0,28,2015-08-28,
City Hotel,1,2015,8,0,5,Direct,PRT,100.8,CBarnett@att.com,0,25,2015-08-25,
City Hotel,10,2015,8,1,2,Direct,AUT,79.0,Diane_Grant@yandex.com,0,28,2015-08-28,
City Hotel,14,2015,9,0,1,Online TA,PRT,105.0,KMitchell92@yahoo.com,0,1,2015-09-01,
City Hotel,1,2015,9,0,1,Offline TA/TO,PRT,108.0,TroyBallard92@aol.com,1,4,2015-09-04,
City Hotel,5,2015,9,0,2,Online TA,POL,105.0,Barber_Stephanie56@hotmail.com,0,1,2015-09-01,
City Hotel,327,2015,9,2,4,Offline TA/TO,PRT,117.0,ALeblanc@protonmail.com,1,9,2015-09-09,
City Hotel,0,2015,8,2,7,Complementary,PRT,0.0,Stanley_Aaron99@comcast.net,0,25,2015-08-25,
City Hotel,183,2015,9,0,3,Online TA,ESP,93.5,Jennifer.Austin@xfinity.com,0,1,2015-09-01,
City Hotel,5,2015,8,1,3,Online TA,FRA,105.25,VDDS@mail.com,0,31,2015-08-31,
City Hotel,243,2015,9,0,3,Online TA,AUT,65.29,EMD23@verizon.com,0,1,2015-09-01,
City Hotel,179,2015,8,1,3,Online TA,DEU,77.56,Jonathan.R@zoho.com,0,31,2015-08-31,
City Hotel,262,2015,11,1,2,Groups,PRT,62.8,KevinSherman37@att.com,1,9,2015-11-09,
City Hotel,262,2015,11,1,2,Groups,PRT,62.8,Leonard.Christina@yandex.com,1,9,2015-11-09,
City Hotel,262,2015,11,1,2,Groups,PRT,62.8,Yvette_F@aol.com,1,9,2015-11-09,
City Hotel,262,2015,11,1,2,Groups,PRT,62.8,Richard_Payne@yahoo.com,1,9,2015-11-09,
City Hotel,262,2015,11,1,2,Groups,PRT,62.8,Melissa_T@aol.com,1,9,2015-11-09,
City Hotel,262,2015,11,1,2,Groups,PRT,62.8,ThomasPhillips@aol.com,1,9,2015-11-09,
City Hotel,262,2015,11,1,2,Groups,PRT,62.8,Jeffery_B@outlook.com,1,9,2015-11-09,
City Hotel,262,2015,11,1,2,Groups,PRT,62.8,TMcdaniel@att.com,1,9,2015-11-09,
City Hotel,262,2015,11,1,2,Groups,PRT,62.8,Smith_Ebony@xfinity.com,1,9,2015-11-09,
City Hotel,262,2015,11,1,2,Groups,PRT,62.8,Timothy_R86@mail.com,1,9,2015-11-09,
City Hotel,262,2015,11,1,2,Groups,PRT,62.8,Lauren_Reyes91@gmail.com,1,9,2015-11-09,
City Hotel,262,2015,11,1,2,Groups,PRT,62.8,Lisa_W98@yahoo.com,1,9,2015-11-09,
City Hotel,262,2015,11,1,2,Groups,PRT,62.8,Bryan_D@gmail.com,1,9,2015-11-09,
City Hotel,262,2015,11,1,2,Groups,PRT,62.8,Lewis_Connie@mail.com,1,9,2015-11-09,
City Hotel,262,2015,11,1,2,Groups,PRT,62.8,Alex_B@outlook.com,1,9,2015-11-09,
City Hotel,262,2015,11,1,2,Groups,PRT,62.8,Angela_J90@mail.com,1,9,2015-11-09,
City Hotel,262,2015,11,1,2,Groups,PRT,62.8,SydneyWebb95@att.com,1,9,2015-11-09,
City Hotel,262,2015,11,1,2,Groups,PRT,62.8,Parker.John@comcast.net,1,9,2015-11-09,
City Hotel,262,2015,11,1,2,Groups,PRT,62.8,Jennifer.R@verizon.com,1,9,2015-11-09,
City Hotel,262,2015,11,1,2,Groups,PRT,62.8,Kimberly.S77@protonmail.com,1,9,2015-11-09,
City Hotel,262,2015,11,1,2,Groups,PRT,62.8,CAbbott57@att.com,1,9,2015-11-09,
City Hotel,262,2015,11,1,2,Groups,PRT,62.8,Ronald.B@protonmail.com,1,9,2015-11-09,
City Hotel,262,2015,11,1,2,Groups,PRT,62.8,JulieLewis31@aol.com,1,9,2015-11-09,
City Hotel,262,2015,11,1,2,Groups,PRT,62.8,JGalloway15@zoho.com,1,9,2015-11-09,
City Hotel,262,2015,11,1,2,Groups,PRT,62.8,Nelson_Harold@protonmail.com,1,9,2015-11-09,
City Hotel,262,2015,11,1,2,Groups,PRT,62.8,AshleyPerkins@hotmail.com,1,9,2015-11-09,
City Hotel,262,2015,11,1,2,Groups,PRT,62.8,JustinCunningham@att.com,1,9,2015-11-09,
City Hotel,262,2015,11,1,2,Groups,PRT,62.8,Cody.I23@yandex.com,1,9,2015-11-09,
City Hotel,262,2015,11,1,2,Groups,PRT,62.8,Washington.Mary@yahoo.com,1,9,2015-11-09,
City Hotel,262,2015,11,1,2,Groups,PRT,62.8,Huff.William@protonmail.com,1,9,2015-11-09,
City Hotel,1,2015,9,0,2,Direct,AGO,123.5,Robinson_John@yandex.com,0,3,2015-09-03,
City Hotel,1,2015,9,0,2,Direct,AGO,123.5,Amanda_G@comcast.net,0,3,2015-09-03,
City Hotel,24,2015,9,0,2,Online TA,USA,80.85,Dylan.Davidson56@yahoo.com,0,3,2015-09-03,
City Hotel,219,2015,9,0,1,Offline TA/TO,DEU,108.0,BrandyMarshall@att.com,0,4,2015-09-04,
City Hotel,219,2015,9,0,1,Offline TA/TO,DEU,108.0,PCannon80@yandex.com,0,4,2015-09-04,
City Hotel,219,2015,9,0,1,Offline TA/TO,DEU,84.0,Janice.R@hotmail.com,0,4,2015-09-04,
City Hotel,219,2015,9,0,1,Offline TA/TO,DEU,108.0,MMD80@zoho.com,0,4,2015-09-04,
City Hotel,219,2015,9,0,1,Offline TA/TO,DEU,108.0,Mr..Montes@zoho.com,0,4,2015-09-04,
City Hotel,219,2015,9,0,1,Offline TA/TO,DEU,108.0,JohnLove58@verizon.com,0,4,2015-09-04,
City Hotel,219,2015,9,0,1,Offline TA/TO,DEU,108.0,Chloe_H@comcast.net,0,4,2015-09-04,
City Hotel,219,2015,9,0,1,Offline TA/TO,DEU,108.0,Casey_Ashley@yandex.com,0,4,2015-09-04,
City Hotel,219,2015,9,0,1,Offline TA/TO,PRT,108.0,Adam_J@protonmail.com,0,4,2015-09-04,
City Hotel,219,2015,9,0,1,Offline TA/TO,DEU,108.0,Armstrong.Michael@aol.com,0,4,2015-09-04,
City Hotel,219,2015,9,0,1,Offline TA/TO,DEU,108.0,Mary.Thompson@yandex.com,0,4,2015-09-04,
City Hotel,219,2015,9,0,1,Offline TA/TO,DEU,108.0,Denise.Howard34@xfinity.com,0,4,2015-09-04,
City Hotel,219,2015,9,0,1,Offline TA/TO,PRT,108.0,Heather_M21@aol.com,0,4,2015-09-04,
City Hotel,219,2015,9,0,1,Offline TA/TO,PRT,108.0,Drew.Warren@protonmail.com,0,4,2015-09-04,
City Hotel,219,2015,9,0,1,Offline TA/TO,DEU,108.0,Yoder_Christina76@aol.com,0,4,2015-09-04,
City Hotel,219,2015,9,0,1,Offline TA/TO,DEU,108.0,Walters.Douglas@aol.com,0,4,2015-09-04,
City Hotel,219,2015,9,0,1,Offline TA/TO,DEU,108.0,RobertHart@aol.com,0,4,2015-09-04,
City Hotel,219,2015,9,0,1,Offline TA/TO,PRT,84.0,MEvans29@xfinity.com,0,4,2015-09-04,
City Hotel,219,2015,9,0,1,Offline TA/TO,PRT,84.0,AHarper@verizon.com,0,4,2015-09-04,
City Hotel,45,2015,9,0,2,Online TA,SWE,94.5,MelissaSanchez@att.com,0,3,2015-09-03,
City Hotel,8,2015,9,0,4,Online TA,ITA,159.75,TJackson@mail.com,0,1,2015-09-01,
City Hotel,1,2015,9,0,3,Online TA,ESP,130.33,Jessica_W@yandex.com,0,3,2015-09-03,
City Hotel,191,2015,9,0,4,Online TA,PRT,93.5,Pittman.Katelyn@hotmail.com,0,2,2015-09-02,
City Hotel,0,2015,9,0,1,Direct,PRT,143.0,MikeHaynes@mail.com,0,5,2015-09-05,
